Data Analyst,Data Engineer,Data Scientist,Machine Learning Engineer,Product/Project Manager,Research Scientist,Software Engineer,Statistician
0.2356127712638968,0.016898260654377422,0.22332628536098845,0.1825737229809227,0.01929104658031109,0.010723104925345128,0.20760873108168318,0.10396607715247504
0.18,0.0,0.82,0.0,0.0,0.0,0.0,0.0
0.5166666666666667,0.4333333333333333,0.01,0.0,0.02,0.0,0.0,0.02
0.03,0.03,0.01,0.06,0.79,0.0,0.08,0.0
0.03,0.09,0.1,0.71,0.02,0.01,0.02,0.02
0.15,0.08,0.57,0.04,0.0,0.01,0.12,0.03
0.17,0.02,0.02,0.0,0.74,0.0,0.01,0.04
0.20080796228458506,0.0,0.2891512778863036,0.13950724307226184,0.0,0.0,0.18880836767403283,0.18172514908281662
0.06,0.07,0.79,0.01,0.06,0.0,0.01,0.0
0.02,0.14,0.05,0.48,0.16,0.02,0.01,0.12
0.03,0.01,0.04,0.76,0.02,0.04,0.1,0.0
0.01,0.01,0.13,0.17,0.01,0.53,0.12,0.02
0.53,0.12,0.05,0.0,0.17,0.0,0.11,0.02
0.21,0.06,0.15,0.24,0.01,0.05,0.25,0.03
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.05,0.01,0.05,0.06,0.05,0.44,0.3,0.04
0.05848943374730551,0.029615154897082493,0.08181640996470872,0.030796873518197727,0.6966369271373952,0.012143215396049295,0.04977950494325591,0.04072248039600504
0.21,0.11,0.23,0.0,0.12,0.04,0.29,0.0
0.05,0.04,0.74,0.0,0.0,0.09,0.08,0.0
0.03,0.3,0.04,0.43,0.14,0.0,0.04,0.02
0.02,0.06,0.0,0.04,0.85,0.0,0.02,0.01
0.03,0.02,0.1,0.83,0.0,0.02,0.0,0.0
0.1877662309069286,0.06342617688246596,0.2210987131042588,0.10082552300571748,0.06137946338840232,0.009399728238520297,0.2370558516030299,0.1190483128706765
0.03,0.0,0.04,0.0,0.01,0.49,0.01,0.42
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.9,0.0,0.08,0.0,0.0,0.0,0.02,0.0
0.47,0.01,0.26,0.1,0.05,0.03,0.08,0.0
0.01,0.0,0.14,0.1,0.01,0.7,0.04,0.0
0.09,0.03,0.39,0.06,0.09,0.08,0.26,0.0
0.20080796228458506,0.0,0.2891512778863036,0.13950724307226184,0.0,0.0,0.18880836767403283,0.18172514908281662
0.1,0.03,0.71,0.03,0.01,0.06,0.02,0.04
0.05,0.06,0.55,0.1,0.04,0.1,0.1,0.0
0.05,0.24,0.3,0.11,0.06,0.02,0.22,0.0
0.03,0.05,0.45,0.24,0.02,0.13,0.05,0.03
0.14,0.03,0.05,0.0,0.63,0.0,0.15,0.0
0.0,0.11,0.0,0.0,0.66,0.0,0.02,0.21
0.03,0.02,0.15,0.02,0.03,0.44,0.28,0.03
0.6,0.04,0.16,0.0,0.02,0.02,0.11,0.05
0.03,0.88,0.0,0.03,0.03,0.0,0.03,0.0
0.25546460043744934,0.0,0.2795115874369446,0.15679839139296223,0.0,0.0,0.16637168551183443,0.14185373522080943
0.06,0.02,0.14,0.15,0.01,0.59,0.02,0.01
0.48,0.0,0.11,0.07,0.07,0.03,0.15,0.09
0.04,0.12,0.8,0.0,0.03,0.0,0.01,0.0
0.2345043438369319,0.0,0.2602001246607308,0.1607865245933068,0.0,0.0,0.20989729989866052,0.13461170701036992
0.05,0.04,0.56,0.13,0.01,0.14,0.07,0.0
0.14,0.07,0.47,0.03,0.12,0.06,0.07,0.04
0.04,0.09,0.14,0.03,0.06,0.07,0.0,0.57
0.15,0.08,0.66,0.0,0.02,0.08,0.0,0.01
0.08,0.04,0.07,0.69,0.02,0.02,0.06,0.02
0.0,0.34,0.09,0.31,0.16,0.0,0.08,0.02
0.11,0.06,0.18,0.01,0.01,0.0,0.0,0.63
0.48,0.01,0.195,0.095,0.01,0.03,0.02,0.16
0.15,0.03,0.1975,0.1425,0.06,0.02,0.4,0.0
0.02,0.12,0.07,0.59,0.13,0.02,0.01,0.04
0.04,0.06,0.49,0.16,0.01,0.03,0.21,0.0
0.51,0.1,0.07,0.01,0.07,0.03,0.15,0.06
0.11,0.05,0.16,0.0,0.08,0.0,0.6,0.0
0.01,0.05,0.35,0.42,0.03,0.05,0.08,0.01
0.0,0.03,0.23,0.0,0.01,0.7,0.02,0.01
0.1877662309069286,0.06342617688246596,0.2210987131042588,0.10082552300571748,0.06137946338840232,0.009399728238520297,0.2370558516030299,0.1190483128706765
0.2288333333333333,0.07,0.01,0.0,0.6211666666666666,0.0,0.01,0.06
0.81,0.0,0.07,0.0,0.05,0.01,0.01,0.05
0.035,0.49316666666666675,0.015,0.0,0.025,0.0,0.4218333333333333,0.01
0.1,0.12,0.06,0.0,0.19,0.02,0.51,0.0
0.02,0.05,0.45,0.22,0.08,0.04,0.14,0.0
0.03,0.01,0.0,0.0,0.02,0.0,0.94,0.0
0.8233333333333333,0.01,0.09,0.03,0.0,0.02,0.026666666666666665,0.0
0.04,0.02,0.09,0.77,0.02,0.04,0.02,0.0
0.07166666666666667,0.1,0.0,0.03,0.4266666666666667,0.02166666666666667,0.0,0.35
0.24,0.32,0.24,0.0,0.1,0.0,0.08,0.02
0.06,0.12,0.58,0.07,0.03,0.04,0.09,0.01
0.08,0.03,0.69,0.02,0.02,0.0,0.09,0.07
0.06,0.26,0.13,0.05,0.08,0.0,0.41,0.01
0.28,0.08,0.21,0.06,0.09,0.11,0.15,0.02
0.08,0.07,0.52,0.04,0.01,0.1,0.03,0.15
0.20080796228458506,0.0,0.2891512778863036,0.13950724307226184,0.0,0.0,0.18880836767403283,0.18172514908281662
0.46,0.09,0.20199999999999999,0.0,0.048,0.07,0.01,0.12
0.01,0.0,0.15,0.69,0.04,0.07,0.02,0.02
0.18,0.04,0.67,0.0,0.0,0.05,0.04,0.02
0.04,0.05,0.5,0.12,0.05,0.13,0.11,0.0
0.2125253339744589,0.10064943388460768,0.08593263909284801,0.0,0.11064458689340181,0.05692055030750262,0.12687282204599876,0.306454633801182
0.37,0.08,0.47,0.0,0.04,0.03,0.0,0.01
0.07,0.02,0.07,0.54,0.2,0.01,0.06,0.03
0.25546460043744934,0.0,0.2795115874369446,0.15679839139296223,0.0,0.0,0.16637168551183443,0.14185373522080943
0.02,0.53,0.05,0.04,0.24,0.03,0.02,0.07
0.42,0.11,0.26,0.02,0.09,0.05,0.04,0.01
0.075,0.12,0.005,0.005,0.715,0.0,0.02,0.06
0.01,0.04,0.04,0.0,0.04,0.04,0.0,0.83
0.05,0.08,0.58,0.02,0.02,0.16,0.01,0.08
0.29333333333333333,0.02,0.09666666666666666,0.0,0.0,0.0,0.01,0.58
0.1821885164146959,0.0,0.2674386009804874,0.16863247764931164,0.0,0.0,0.17868509017334122,0.20305531478216352
0.05,0.05,0.03,0.01,0.01,0.09,0.04,0.72
0.01,0.2,0.11,0.11,0.08,0.07,0.42,0.0
0.6,0.01,0.17,0.0,0.04,0.03,0.01,0.14
0.13,0.74,0.05,0.01,0.0,0.0,0.07,0.0
0.19,0.05,0.34,0.03,0.22,0.02,0.08,0.07
0.02,0.14,0.0,0.11,0.21,0.0,0.03,0.49
0.49,0.1,0.21,0.07,0.03,0.07,0.01,0.02
0.01,0.12,0.13,0.44,0.24,0.01,0.03,0.02
0.05,0.02,0.09,0.2,0.06,0.38,0.18,0.02
0.49,0.01,0.29,0.02,0.04,0.0,0.04,0.11
0.09,0.08,0.1,0.44,0.03,0.07,0.19,0.0
0.58,0.1,0.15,0.03,0.04,0.08,0.02,0.0
0.03,0.72,0.03,0.08,0.07,0.0,0.02,0.05
0.03,0.05,0.0,0.01,0.23,0.01,0.02,0.65
0.21491977106505172,0.0,0.26827349803695205,0.17141153280073546,0.0,0.0,0.19451323983105584,0.15088195826620487
0.59,0.06,0.03,0.01,0.03,0.01,0.1,0.17
0.14654767859499448,0.026021512466872565,0.23698082273976356,0.10304115296932358,0.018535400619250596,0.15589760529537788,0.12633048276981568,0.18664534454460147
0.05,0.03,0.24,0.0,0.66,0.0,0.01,0.01
0.26,0.25,0.08,0.01,0.2,0.01,0.18,0.01
0.12952762689469394,0.01212530834274089,0.025236362516705045,0.005006478363919512,0.07306602903795381,0.0004403786313244336,0.7487866134359055,0.0058112027767568694
0.2345043438369319,0.0,0.2602001246607308,0.1607865245933068,0.0,0.0,0.20989729989866052,0.13461170701036992
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.22613838412571885,0.0,0.2614137634043107,0.20521076407913363,0.0,0.0,0.19507055640756413,0.11216653198327269
0.33,0.04,0.25,0.07,0.15,0.07,0.08,0.01
0.02,0.01,0.12,0.67,0.09,0.05,0.02,0.02
0.1,0.0,0.18,0.04,0.16,0.26,0.23,0.03
0.2347138465476159,0.02325608631269246,0.2312761508845945,0.18536599108369245,0.015128327920815152,0.00641346814436876,0.2085002496663543,0.09534587943986651
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.01,0.3,0.0,0.08,0.36,0.0,0.01,0.24
0.11,0.02,0.19,0.08,0.0,0.44,0.02,0.14
0.15108333333333335,0.02,0.17783333333333334,0.15,0.0,0.3816666666666667,0.04,0.07941666666666668
0.05,0.01,0.02,0.18,0.69,0.01,0.02,0.02
0.01,0.04,0.0,0.03,0.4,0.01,0.0,0.51
0.01,0.25,0.03,0.39,0.19,0.0,0.0,0.13
0.05,0.01,0.73,0.12,0.05,0.0,0.04,0.0
0.08,0.01,0.02,0.06,0.01,0.01,0.81,0.0
0.24,0.115,0.3,0.11,0.12,0.05,0.015,0.05
0.11,0.02,0.41,0.13,0.13,0.12,0.08,0.0
0.01,0.1,0.14,0.07,0.06,0.05,0.56,0.01
0.04,0.14,0.54,0.18,0.0,0.06,0.04,0.0
0.02,0.17,0.0,0.05,0.43,0.07,0.18,0.08
0.05,0.27,0.0,0.0,0.09,0.01,0.58,0.0
0.02,0.02,0.79,0.07,0.03,0.04,0.02,0.01
0.59,0.01,0.14,0.0,0.03,0.05,0.14,0.04
0.31,0.08,0.23,0.03,0.03,0.03,0.24,0.05
0.20080796228458506,0.0,0.2891512778863036,0.13950724307226184,0.0,0.0,0.18880836767403283,0.18172514908281662
0.01,0.01,0.13,0.63,0.07,0.08,0.07,0.0
0.04,0.08,0.17,0.0,0.57,0.02,0.0,0.12
0.04,0.03,0.27,0.05,0.02,0.41,0.02,0.16
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.26976543736386704,0.0,0.34124264160222895,0.1580642214454453,0.0,0.0,0.09435534722234559,0.13657235236611315
0.08,0.03,0.05,0.07,0.68,0.04,0.05,0.0
0.07,0.09,0.07,0.12,0.02,0.46,0.15,0.02
0.21734440283019424,0.0,0.4167933792030555,0.247250913873053,0.0,0.0,0.03849437361860494,0.08011693047509205
0.12,0.63,0.02,0.0,0.02,0.0,0.21,0.0
0.18,0.19,0.17,0.03,0.04,0.16,0.23,0.0
0.6428690476190476,0.28213095238095226,0.013333333333333332,0.0,0.03166666666666666,0.0,0.03,0.0
0.09,0.16,0.2,0.33,0.04,0.11,0.07,0.0
0.02,0.01,0.06,0.7,0.01,0.08,0.12,0.0
0.03,0.06,0.14,0.64,0.06,0.01,0.02,0.04
0.1877662309069286,0.06342617688246596,0.2210987131042588,0.10082552300571748,0.06137946338840232,0.009399728238520297,0.2370558516030299,0.1190483128706765
0.19,0.04,0.31,0.29,0.03,0.02,0.12,0.0
0.02,0.05,0.17,0.11,0.08,0.4,0.17,0.0
0.08,0.0,0.13,0.43,0.13,0.04,0.1,0.09
0.14,0.11,0.07,0.01,0.07,0.01,0.59,0.0
0.51,0.03,0.22,0.0,0.06,0.02,0.09,0.07
0.03,0.01,0.02,0.04,0.05,0.26,0.59,0.0
0.09,0.69,0.02,0.03,0.02,0.0,0.15,0.0
0.34,0.19,0.0,0.0,0.28,0.0,0.18,0.01
0.01,0.01,0.13,0.02,0.78,0.01,0.02,0.02
0.045,0.64,0.01,0.0,0.04,0.0,0.265,0.0
0.12,0.1,0.47,0.07,0.03,0.11,0.07,0.03
0.38,0.09,0.13,0.01,0.05,0.06,0.21,0.07
0.04,0.15,0.14,0.19,0.32,0.0,0.1,0.06
0.03,0.0,0.03,0.89,0.01,0.02,0.02,0.0
0.06,0.06,0.03,0.55,0.09,0.08,0.05,0.08
0.01,0.64,0.01,0.17,0.07,0.0,0.09,0.01
0.16,0.04,0.33,0.19,0.04,0.07,0.14,0.03
0.59,0.07,0.23,0.01,0.05,0.01,0.03,0.01
0.05,0.05,0.66,0.0,0.01,0.12,0.09,0.02
0.13,0.06,0.1,0.19,0.06,0.03,0.43,0.0
0.1877662309069286,0.06342617688246596,0.2210987131042588,0.10082552300571748,0.06137946338840232,0.009399728238520297,0.2370558516030299,0.1190483128706765
0.02,0.07,0.88,0.0,0.01,0.01,0.01,0.0
0.11,0.01,0.52,0.01,0.12,0.06,0.1,0.07
0.1877662309069286,0.06342617688246596,0.2210987131042588,0.10082552300571748,0.06137946338840232,0.009399728238520297,0.2370558516030299,0.1190483128706765
0.34,0.09,0.0,0.03,0.3,0.0,0.24,0.0
0.5,0.02,0.3,0.0,0.05,0.03,0.1,0.0
0.07,0.02,0.07,0.0,0.0,0.0,0.0,0.84
0.05,0.02,0.53,0.08,0.04,0.22,0.05,0.01
0.14,0.01,0.01,0.09999999999999998,0.7183333333333333,0.0,0.011666666666666665,0.01
0.06,0.06,0.29,0.01,0.07,0.06,0.45,0.0
0.21491977106505172,0.0,0.26827349803695205,0.17141153280073546,0.0,0.0,0.19451323983105584,0.15088195826620487
0.13,0.03,0.65,0.1,0.02,0.03,0.02,0.02
0.06,0.2,0.1,0.06,0.02,0.01,0.52,0.03
0.27,0.01,0.13,0.01,0.07,0.05,0.01,0.45
0.05,0.0,0.19,0.02,0.0,0.52,0.01,0.21
0.44,0.14,0.26,0.05,0.02,0.01,0.07,0.01
0.20080796228458506,0.0,0.2891512778863036,0.13950724307226184,0.0,0.0,0.18880836767403283,0.18172514908281662
0.01,0.003333333333333333,0.02333333333333333,0.01,0.01,0.0,0.9433333333333335,0.0
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.54,0.0,0.06,0.0,0.0,0.09,0.0,0.31
0.39,0.12,0.33,0.08,0.02,0.01,0.05,0.0
0.3,0.06,0.09,0.12,0.18,0.09,0.04,0.12
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.08,0.01,0.01,0.02,0.73,0.01,0.08,0.06
0.20947479632342808,0.0,0.22026416708257,0.20085860809736822,0.0,0.0,0.19636396714594181,0.17303846135069162
0.03,0.18,0.04,0.15,0.42,0.0,0.08,0.1
0.03,0.05,0.12,0.67,0.0,0.04,0.07,0.02
0.13807470017363485,0.034075364527606025,0.23145502719483893,0.13325484316323924,0.048855259163595025,0.06646947412240838,0.1500702402406635,0.19774509141401378
0.02,0.02,0.66,0.0,0.05,0.15,0.08,0.02
0.06,0.85,0.03,0.0,0.0,0.0,0.06,0.0
0.1877662309069286,0.06342617688246596,0.2210987131042588,0.10082552300571748,0.06137946338840232,0.009399728238520297,0.2370558516030299,0.1190483128706765
0.01,0.02,0.17,0.73,0.0,0.03,0.04,0.0
0.02,0.31,0.01,0.13,0.4,0.01,0.01,0.11
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.17851314636669738,0.0,0.29119064352736856,0.24359033745254563,0.0,0.0,0.17290404013877203,0.11380183251461613
0.02,0.05,0.08,0.72,0.0,0.04,0.09,0.0
0.03,0.02,0.2,0.7,0.01,0.03,0.01,0.0
0.04,0.04,0.04,0.06,0.23,0.06,0.53,0.0
0.19,0.01,0.18,0.1,0.02,0.05,0.42,0.03
0.04,0.02,0.3,0.06,0.07,0.4,0.09,0.02
0.02,0.04,0.49,0.23,0.06,0.09,0.07,0.0
0.35,0.04,0.17,0.05,0.12,0.01,0.2,0.06
0.0,0.08,0.0,0.05,0.84,0.0,0.0,0.03
0.08,0.07,0.64,0.0,0.01,0.06,0.14,0.0
0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.96
0.003642335811804427,0.009309821504000773,0.3391608917656269,0.0015783768482932122,0.0017743395406654677,0.0008175590003755925,0.6413271946038059,0.0023894809254275335
0.03,0.0,0.17,0.1,0.03,0.56,0.11,0.0
0.21734440283019424,0.0,0.4167933792030555,0.247250913873053,0.0,0.0,0.03849437361860494,0.08011693047509205
0.12,0.23,0.04,0.0,0.52,0.02,0.01,0.06
0.31,0.06,0.46,0.0,0.04,0.03,0.08,0.02
0.47,0.13,0.15,0.02,0.11,0.02,0.1,0.0
0.08,0.2,0.52,0.02,0.05,0.03,0.06,0.04
0.315,0.11,0.12,0.13,0.07,0.06,0.175,0.02
0.7,0.03,0.04,0.0,0.0,0.01,0.22,0.0
0.2245549574969701,0.09741361556885575,0.1443344502211648,0.0,0.018002749445532457,0.008774835393578895,0.4064898993721242,0.1004294925017735
0.09249412189118073,0.24,0.017315379065379066,0.0,0.19062896254072725,0.031236317603964673,0.0783252188987483,0.35
0.23280590318714406,0.0,0.3734029120358058,0.08878265899544877,0.0,0.0,0.21702368761739269,0.0879848381642087
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.08,0.04,0.12,0.74,0.0,0.0,0.0,0.02
0.1,0.11,0.6,0.07,0.03,0.05,0.03,0.01
0.04,0.22,0.0,0.02,0.26,0.01,0.0,0.45
0.05,0.04,0.25,0.29,0.07,0.09,0.21,0.0
0.08,0.04,0.73,0.04,0.04,0.03,0.02,0.02
0.35,0.1175,0.32,0.01,0.03,0.05,0.1225,0.0
0.59,0.04,0.19,0.0,0.01,0.01,0.02,0.14
0.17851314636669738,0.0,0.29119064352736856,0.24359033745254563,0.0,0.0,0.17290404013877203,0.11380183251461613
0.22613838412571885,0.0,0.2614137634043107,0.20521076407913363,0.0,0.0,0.19507055640756413,0.11216653198327269
0.44,0.15,0.21,0.0,0.03,0.01,0.1,0.06
0.01,0.04,0.07,0.01,0.03,0.13,0.02,0.69
0.04,0.01,0.48,0.35,0.05,0.03,0.04,0.0
0.06,0.11,0.19,0.44,0.02,0.14,0.03,0.01
0.1,0.02,0.77,0.0,0.02,0.05,0.0,0.04
0.12,0.67,0.18,0.0,0.01,0.0,0.02,0.0
0.0,0.03,0.05,0.84,0.01,0.05,0.02,0.0
0.18,0.14,0.21,0.02,0.17,0.13,0.12,0.03
0.435,0.0,0.06,0.01,0.425,0.01,0.06,0.0
0.39,0.08,0.36,0.04,0.0,0.01,0.12,0.0
0.07,0.01,0.02,0.02,0.02,0.01,0.84,0.01
0.03,0.14,0.11,0.1,0.04,0.06,0.52,0.0
0.37,0.03,0.55,0.0,0.02,0.01,0.0,0.02
0.33,0.1,0.26,0.13,0.02,0.05,0.11,0.0
0.05591246880554223,0.09,0.01761031997083759,0.15069017087798078,0.27,0.01125,0.022645824671878704,0.3818912156737607
0.02,0.26,0.02,0.55,0.09,0.0,0.04,0.02
0.035,0.02,0.0,0.0,0.01,0.055,0.0,0.88
0.14,0.02,0.28,0.16,0.06,0.29,0.04,0.01
0.1877662309069286,0.06342617688246596,0.2210987131042588,0.10082552300571748,0.06137946338840232,0.009399728238520297,0.2370558516030299,0.1190483128706765
0.37,0.1,0.28,0.16,0.01,0.0,0.08,0.0
0.12,0.01,0.12,0.69,0.02,0.01,0.03,0.0
0.11,0.07,0.63,0.01,0.04,0.06,0.04,0.04
0.3,0.03,0.56,0.0,0.07,0.01,0.02,0.01
0.2347138465476159,0.02325608631269246,0.2312761508845945,0.18536599108369245,0.015128327920815152,0.00641346814436876,0.2085002496663543,0.09534587943986651
0.06,0.03,0.49,0.09,0.09,0.09,0.03,0.12
0.1909383545036014,0.0,0.2626511240442541,0.2217871580276498,0.0,0.0,0.172396093641688,0.1522272697828063
0.49,0.08,0.33,0.01,0.02,0.0,0.07,0.0
0.12333333333333334,0.056666666666666664,0.01,0.05,0.67,0.03,0.06,0.0
0.12,0.06,0.33,0.02,0.08,0.18,0.19,0.02
0.20080796228458506,0.0,0.2891512778863036,0.13950724307226184,0.0,0.0,0.18880836767403283,0.18172514908281662
0.05,0.04,0.14,0.06,0.13,0.05,0.53,0.0
0.051722222222222225,0.0,0.6216666666666666,0.018333333333333333,0.07266666666666667,0.2189444444444444,0.006666666666666666,0.01
0.54,0.23,0.04,0.0,0.07,0.01,0.08,0.03
0.05,0.03,0.61,0.07,0.0,0.13,0.1,0.01
0.06,0.04,0.03,0.06,0.68,0.0,0.13,0.0
0.44522727272727275,0.01,0.24,0.0,0.14477272727272728,0.03,0.03,0.1
0.04,0.03,0.09,0.0,0.68,0.03,0.13,0.0
0.09,0.03,0.13,0.09,0.0,0.47,0.15,0.04
0.12,0.19,0.4,0.01,0.07,0.05,0.14,0.02
0.12,0.05,0.32,0.02,0.02,0.3,0.06,0.11
0.0,0.04,0.04,0.04,0.79,0.0,0.01,0.08
0.02,0.1,0.01,0.04,0.72,0.0,0.02,0.09
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.03,0.01,0.13,0.05,0.01,0.0,0.75,0.02
0.0,0.03,0.11,0.74,0.03,0.01,0.04,0.04
0.33,0.05,0.03,0.01,0.04,0.0,0.54,0.0
0.05,0.45,0.09,0.14,0.18,0.03,0.02,0.04
0.18,0.05,0.02,0.0,0.72,0.0,0.01,0.02
0.0,0.0,0.2,0.73,0.01,0.05,0.01,0.0
0.05,0.07,0.14,0.07,0.05,0.09,0.52,0.01
0.12,0.72,0.14,0.0,0.0,0.0,0.01,0.01
0.20080796228458506,0.0,0.2891512778863036,0.13950724307226184,0.0,0.0,0.18880836767403283,0.18172514908281662
0.26,0.06,0.54,0.0,0.02,0.02,0.08,0.02
0.28,0.04,0.41,0.03,0.08,0.03,0.12,0.01
0.08126587301587301,0.19066666666666662,0.09,0.0,0.01,0.2337698412698413,0.38429761904761894,0.01
0.06,0.05,0.23,0.43,0.1,0.06,0.06,0.01
0.07,0.06,0.16,0.61,0.02,0.0,0.08,0.0
0.11,0.01,0.32,0.36,0.03,0.04,0.12,0.01
0.02,0.53,0.03,0.21,0.17,0.0,0.0,0.04
